Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
208	Spectrogram 1	2	1517.795240889	1517.872341327	4362.251	14705.007	-72.36	0.0771	7617.188		3	0	0	0	0	0	0		
209	Spectrogram 1	2	1517.963047725	1518.080966043	6050.864	14775.366	-76.90	0.1179	11484.375		2	0	0	0	0	0	0		
210	Spectrogram 1	2	1518.622447952	1518.735830949	703.589	41582.100	-57.76	0.1134	7851.562		2	1	0	1	0	0	0		
211	Spectrogram 1	2	1519.280069337	1519.588471090	2743.996	40878.511	-64.68	0.3084	5625.000		2	0	0	0	0	0	0		
212	Spectrogram 1	2	1521.266187206	1521.506559161	633.230	36868.055	-63.41	0.2404	7734.375		2	1	0	1	0	0	0		
213	Spectrogram 1	2	1522.744894792	1522.821995230	4854.763	9146.655	-75.94	0.0771	5742.188		2	0	0	0	0	0	0		
214	Spectrogram 1	2	1523.307274460	1523.438798737	1266.460	12805.317	-65.08	0.1315	3515.625		2	0	0	0	0	0	0		
215	Spectrogram 1	2	1523.742665170	1523.878724767	1055.383	41933.895	-56.98	0.1361	12890.625		2	1	0	1	0	0	0		
216	Spectrogram 1	2	1525.546631398	1525.818750592	3095.791	13931.059	-66.99	0.2721	4335.938		2	0	0	0	0	0	0		
217	Spectrogram 1	2	1525.972951469	1526.140758305	914.665	41652.459	-57.79	0.1678	20507.812		2	1	0	1	0	0	0		
218	Spectrogram 1	2	1526.735828559	1527.021553712	5699.070	12805.317	-72.64	0.2857	7734.375		2	0	0	0	0	0	0		
219	Spectrogram 1	2	1527.769881496	1527.869658534	2743.996	15901.108	-67.95	0.0998	3632.812		2	0	0	0	0	0	0		
220	Spectrogram 1	2	1527.946758972	1528.087353889	5558.352	11046.345	-72.22	0.1406	6328.125		2	0	0	0	0	0	0		
221	Spectrogram 1	2	1528.734517993	1528.902324829	3095.791	41582.100	-51.97	0.1678	38085.938		3	1	0	1	0	0	0		
222	Spectrogram 1	2	1529.446563217	1529.809388809	2321.843	16886.132	-64.46	0.3628	6210.938		1	0	0	0	0	0	0		
223	Spectrogram 1	2	1536.342909353	1536.655846426	2782.059	12519.268	-72.23	0.3129	7265.625		3	0	0	0	0	0	0		
224	Spectrogram 1	2	1538.384928751	1538.534594307	3338.471	13492.988	-64.42	0.1497	7851.562		2	0	0	0	0	0	0		
225	Spectrogram 1	2	1538.589018146	1538.743219023	6398.737	11128.238	-68.16	0.1542	7031.250		2	0	0	0	0	0	0		
226	Spectrogram 1	2	1538.752289663	1539.051620776	1947.442	21143.652	-58.07	0.2993	4101.562		2	1	0	0	0	1	0		
227	Spectrogram 1	2	1539.850871473	1539.959719151	2573.405	11406.444	-68.70	0.1088	3984.375		2	0	0	0	0	0	0		
228	Spectrogram 1	2	1540.023213629	1540.209161745	5633.670	10363.172	-67.66	0.1859	5976.562		2	0	0	0	0	0	0		
229	Spectrogram 1	2	1541.350789172	1541.826997761	1460.581	25942.705	-65.73	0.4762	3867.188		2	1	0	0	0	1	0		
230	Spectrogram 1	2	1542.638820024	1542.697779182	3199.368	8902.590	-75.12	0.0590	3515.625		2	0	0	0	0	0	0		
231	Spectrogram 1	2	1542.720455782	1542.988039656	5981.428	11197.789	-75.16	0.2676	6679.688		2	0	0	0	0	0	0		
232	Spectrogram 1	2	1542.983243137	1543.940195636	17387.872	114885.246	-54.10	0.9570	35156.250		2	0	0	0	0	0	0		
233	Spectrogram 1	2	1545.087631570	1545.232761807	3477.574	9806.760	-80.12	0.1451	6562.500		2	0	0	0	0	0	0		
234	Spectrogram 1	2	1545.269044366	1545.405103963	6190.082	9737.208	-82.24	0.1361	6796.875		2	0	0	0	0	0	0		
235	Spectrogram 1	2	1546.809132147	1546.945191744	2851.611	10224.069	-78.52	0.1361	6679.688		2	0	0	0	0	0	0		
236	Spectrogram 1	2	1546.963333024	1547.153816460	6816.046	10780.480	-80.75	0.1905	7031.250		2	0	0	0	0	0	0		
237	Spectrogram 1	2	1561.190370410	1561.340035966	2851.611	8972.142	-70.86	0.1497	7148.438		1	0	0	0	0	0	0		
238	Spectrogram 1	2	1561.430742364	1561.566801961	5981.428	9111.245	-67.90	0.1361	7031.250		1	0	0	0	0	0	0		
239	Spectrogram 1	2	1648.797840495	1652.598438571	20587.240	83044.475	-58.41	3.8006	39492.188		2	1	0	1	0	0	0		
240	Spectrogram 1	2	1653.445207906	1657.567813695	19474.416	84157.299	-54.11	4.1226	37734.375		1	1	0	1	0	0	0		
241	Spectrogram 1	2	1728.096790999	1728.473222551	556.412	24203.917	-69.44	0.3764	2812.500		2	0	0	0	0	0	0		
242	Spectrogram 1	2	1779.368845866	1779.545723342	1112.824	11128.238	-60.51	0.1769	2812.500		2	0	0	0	0	0	0		Odd
243	Spectrogram 1	2	1781.659182415	1781.745353493	6329.185	15092.673	-75.57	0.0862	7031.250		1	0	0	0	0	0	0		
244	Spectrogram 1	2	1781.904089690	1781.963048849	6468.288	7998.421	-80.67	0.0590	7148.438		2	0	0	0	0	0	0		
245	Spectrogram 1	2	1811.519695204	1811.710178640	1808.339	19543.968	-63.60	0.1905	2109.375		2	0	0	0	0	0	0		
246	Spectrogram 1	2	1830.087920383	1830.201303380	2782.059	9250.348	-67.54	0.1134	3046.875		2	0	0	0	0	0	0		
247	Spectrogram 1	2	1830.310151058	1830.387251496	6468.288	9319.899	-84.77	0.0771	7734.375		2	0	0	0	0	0	0		
248	Spectrogram 1	2	1830.654835370	1830.745541768	4312.192	8415.730	-69.47	0.0907	5742.188		2	0	0	0	0	0	0		
249	Spectrogram 1	2	1831.932505590	1832.054959227	2086.545	8833.039	-72.33	0.1225	3632.812		2	0	0	0	0	0	0		
250	Spectrogram 1	2	1832.136594985	1832.236372023	5842.325	9667.657	-79.14	0.0998	7617.188		2	0	0	0	0	0	0		
251	Spectrogram 1	2	1833.030053006	1833.297636880	3686.229	9459.002	-80.19	0.2676	6679.688		2	0	0	0	0	0	0		
252	Spectrogram 1	2	1838.369016778	1838.496005736	3894.883	9737.208	-62.85	0.1270	6562.500		1	0	0	0	0	0	0		
253	Spectrogram 1	2	1838.600318093	1838.686489171	6955.149	9737.208	-63.11	0.0862	8554.688		1	0	0	0	0	0	0		
254	Spectrogram 1	2	1839.643441670	1839.716006789	3060.265	8554.833	-75.00	0.0726	3515.625		3	0	0	0	0	0	0		
255	Spectrogram 1	2	1839.833925106	1839.938237464	5703.222	8554.833	-73.12	0.1043	6796.875		2	0	0	0	0	0	0		
256	Spectrogram 1	2	1842.682043704	1842.790891382	4242.641	8902.590	-75.51	0.1088	5742.188		2	0	0	0	0	0	0		
257	Spectrogram 1	2	1842.913345019	1842.985910137	6885.597	8554.833	-77.42	0.0726	7148.438		2	0	0	0	0	0	0		
258	Spectrogram 1	2	1856.141975433	1856.386882707	486.860	8554.833	-61.71	0.2449	585.938			0	0	0	0	0	0		not sure what this is - don't think its a vocalization
259	Spectrogram 1	2	1857.733872718	1857.974244672	695.515	9667.657	-61.74	0.2404	937.500			0	0	0	0	0	0		same as 260
260	Spectrogram 1	2	1910.659556890	1910.863646285	17704.918	118819.672	-57.31	0.2041	34335.938		1	1	0	1	0	0	0		
261	Spectrogram 1	2	1968.875680973	1969.061629089	16275.048	51050.791	-70.75	0.1859	22851.562		2	1	0	1	0	0	0		
262	Spectrogram 1	2	1969.106982288	1969.229435926	17526.975	50216.173	-72.61	0.1225	23437.500		2	1	0	1	0	0	0		
263	Spectrogram 1	2	1970.526537417	1970.667132334	16275.048	53554.645	-74.96	0.1406	26484.375		2	1	0	1	0	0	0		
