Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
44	Spectrogram 1	2	470.899404283	471.095993907	8931.900	12677.500	-78.71	0.1966	9375.000		3	1	0	0	1	0	0		
45	Spectrogram 1	2	489.076515834	489.678967906	4754.100	41706.100	-69.56	0.6025	24726.562		3	1	0	1	0	0	0		
46	Spectrogram 1	2	490.275078377	490.852164045	5906.600	41562.000	-67.77	0.5771	21562.500		3	1	0	1	0	0	0		
47	Spectrogram 1	2	490.883872049	491.289734497	6770.900	15054.500	-78.58	0.4059	9257.812		3	1	1	0	0	0	0		
48	Spectrogram 1	2	491.974627379	492.735619470	4105.800	41201.900	-68.17	0.7610	21679.688		3	1	0	1	0	0	0		
49	Spectrogram 1	2	619.140869371	619.419899804	15408.200	58979.600	-68.27	0.2790	30820.312		3	0	0	0	0	0	0		
50	Spectrogram 1	2	652.184048429	653.629933402	1530.600	18775.500	-67.10	1.4459	2578.125		2	1	0	1	0	0	0		
51	Spectrogram 1	2	703.514457899	703.698364321	18265.300	59183.700	-72.13	0.1839	29765.625		3	0	0	0	0	0	0		
52	Spectrogram 1	2	720.602338907	720.817953333	14489.800	59795.900	-65.27	0.2156	30703.125		3	0	0	0	0	0	0		
53	Spectrogram 1	2	756.375952714	757.086211999	1632.700	19387.800	-61.02	0.7103	2929.688		3	0	0	0	0	0	0		
54	Spectrogram 1	2	772.771627793	773.031633423	16326.500	58775.500	-63.65	0.2600	31523.438		3	1	0	1	0	0	0		
55	Spectrogram 1	2	809.130972876	810.050504985	4591.800	10102.000	-81.70	0.9195	7968.750		2	0	0	0	0	0	0		
56	Spectrogram 1	2	822.723220040	822.850052056	12857.100	58877.600	-63.64	0.1268	28359.375		3	1	0	1	0	0	0		
57	Spectrogram 1	2	837.902780862	838.346692915	10918.400	19285.700	-83.44	0.4439	19218.750		3	0	0	0	0	0	0		
58	Spectrogram 1	2	838.632064949	839.050610599	9693.900	18469.400	-80.18	0.4185	18398.438		3	0	0	0	0	0	0		
59	Spectrogram 1	2	839.919409902	840.350638753	11428.600	17857.100	-89.76	0.4312	13593.750		3	0	0	0	0	0	0		
60	Spectrogram 1	2	840.686800063	841.143395318	9489.800	16224.500	-90.24	0.4566	10078.125		3	0	0	0	0	0	0		
61	Spectrogram 1	2	852.476121067	852.590269880	6326.500	8265.300	-77.41	0.1141	6914.062		3	0	0	0	0	0	0		
62	Spectrogram 1	2	914.155185318	914.529339763	5918.400	27653.100	-67.29	0.3742	6445.312		1	0	0	0	0	0	0		
63	Spectrogram 1	2	915.998806780	916.449060433	3163.300	28265.300	-62.42	0.4503	10781.250		1	0	0	0	0	0	0		
64	Spectrogram 1	2	918.262758249	918.776427910	5816.300	25204.100	-65.81	0.5137	8203.125		1	0	0	0	0	0	0		
65	Spectrogram 1	2	921.030609995	921.442814044	5816.300	16224.500	-63.06	0.4122	7148.438		3	0	0	0	0	0	0		
66	Spectrogram 1	2	937.065779578	937.065779578	24795.900	24795.900	-88.51	0.0000	24843.750			0	0	0	0	0	0		Come to this
67	Spectrogram 1	2	942.758464629	943.075544666	2040.800	11428.600	-59.13	0.3171	6093.750		1	0	0	0	0	0	0		
68	Spectrogram 1	2	947.887978231	948.027493447	3163.300	12346.900	-72.09	0.1395	6679.688		2	0	0	0	0	0	0		
69	Spectrogram 1	2	948.141642261	948.262132675	3469.400	10306.100	-62.73	0.1205	5625.000		1	0	0	0	0	0	0		
70	Spectrogram 1	2	948.382623090	948.509455105	6734.700	10816.300	-66.75	0.1268	7031.250		1	0	0	0	0	0	0		
71	Spectrogram 1	2	934.386083334	934.474865745	3061.200	7857.100	-79.78	0.0888	6562.500		3	0	0	0	0	0	0		
72	Spectrogram 1	2	936.022216329	936.136365143	3673.500	9795.900	-76.69	0.1141	6796.875		2	0	0	0	0	0	0		
73	Spectrogram 1	2	936.282221960	936.383687572	6836.700	8877.600	-80.77	0.1015	7265.625		2	0	0	0	0	0	0		
74	Spectrogram 1	2	942.090964522	942.192430134	3775.500	9285.700	-78.45	0.1015	5859.375		2	0	0	0	0	0	0		
75	Spectrogram 1	2	942.401702959	942.503168571	7244.900	9285.700	-74.93	0.1015	8320.312		2	0	0	0	0	0	0		
76	Spectrogram 1	2	963.980561060	964.101051474	3673.500	11224.500	-68.86	0.1205	8203.125		2	0	0	0	0	0	0		
77	Spectrogram 1	2	964.215200288	964.348373904	6836.700	11632.700	-59.13	0.1332	7617.188		2	0	0	0	0	0	0		
78	Spectrogram 1	2	1014.431393872	1014.545542685	4693.900	9591.800	-74.56	0.1141	6679.688		2	0	0	0	0	0	0		
79	Spectrogram 1	2	1020.499187716	1020.632361332	3163.300	9693.900	-81.35	0.1332	7382.812		2	0	0	0	0	0	0		
80	Spectrogram 1	2	1020.803584552	1020.898708563	7040.800	9081.600	-79.54	0.0951	7851.562		2	0	0	0	0	0	0		
81	Spectrogram 1	2	1027.091823884	1027.725983960	1632.700	59898.000	-62.66	0.6342	25429.688		2	0	0	0	0	0	0		
82	Spectrogram 1	2	1030.304547731	1030.425038145	3163.300	9898.000	-72.46	0.1205	4687.500		2	0	0	0	0	0	0		
83	Spectrogram 1	2	1030.545528560	1030.678702175	7142.900	10204.100	-72.73	0.1332	7734.375		2	0	0	0	0	0	0		
84	Spectrogram 1	2	1032.526067463	1032.614849873	3061.200	10510.200	-65.89	0.0888	5976.562		2	0	0	0	0	0	0		
85	Spectrogram 1	2	1032.741681888	1032.830464299	5918.400	10918.400	-75.33	0.0888	6562.500		2	0	0	0	0	0	0		
86	Spectrogram 1	2	1033.008029120	1033.153885937	2959.200	9285.700	-79.33	0.1459	3867.188		2	0	0	0	0	0	0		
87	Spectrogram 1	2	1033.274376352	1033.369500363	6428.600	9795.900	-75.01	0.0951	7265.625		3	0	0	0	0	0	0		
88	Spectrogram 1	2	1035.123317196	1035.218441208	2755.100	20102.000	-58.48	0.0951	3398.438		2	0	0	0	0	0	0		
89	Spectrogram 1	2	1036.465274520	1036.750646554	3265.300	8673.500	-75.74	0.2854	6914.062		3	0	0	0	0	0	0		
90	Spectrogram 1	2	1043.058184508	1043.425997352	510.200	59285.700	-51.02	0.3678	34804.688		2	0	0	0	0	0	0		
91	Spectrogram 1	2	1061.795661204	1062.131766044	4898.000	10408.200	-78.09	0.3361	8906.250		1	0	0	0	0	0	0		
92	Spectrogram 1	2	1107.396113316	1107.522945331	2142.900	13877.600	-77.39	0.1268	2929.688		2	0	0	0	0	0	0		
93	Spectrogram 1	2	1110.965593132	1111.155841155	3775.500	15816.300	-75.65	0.1902	11484.375		2	0	0	0	0	0	0		
94	Spectrogram 1	2	1122.414379242	1122.877316097	2959.200	35306.100	-79.10	0.4629	3281.250		3	0	0	0	0	0	0		
95	Spectrogram 1	2	1127.944543149	1128.046008762	3979.600	9183.700	-82.85	0.1015	5859.375		2	0	0	0	0	0	0		
96	Spectrogram 1	2	1128.172840777	1128.293331191	6326.500	8979.600	-73.57	0.1205	6796.875		2	0	0	0	0	0	0		
97	Spectrogram 1	2	1129.612384148	1129.739216163	2755.100	9795.900	-76.38	0.1268	3984.375		2	0	0	0	0	0	0		
98	Spectrogram 1	2	1129.847023376	1129.980196992	6734.700	11632.700	-80.62	0.1332	7148.438		2	0	0	0	0	0	0		
99	Spectrogram 1	2	1131.933410024	1132.047558838	3367.300	9183.700	-77.22	0.1141	7617.188		2	0	0	0	0	0	0		
100	Spectrogram 1	2	1132.161707652	1132.301222868	6632.700	10816.300	-77.63	0.1395	7382.812		2	0	0	0	0	0	0		
101	Spectrogram 1	2	1134.143438698	1134.276612314	4081.600	9898.000	-78.40	0.1332	7265.625		2	0	0	0	0	0	0		
102	Spectrogram 1	2	1134.409785930	1134.523934744	6122.400	10204.100	-70.27	0.1141	6562.500		2	0	0	0	0	0	0		
103	Spectrogram 1	2	1136.959109434	1137.092283050	4081.600	9387.800	-77.87	0.1332	5976.562		2	0	0	0	0	0	0		
104	Spectrogram 1	2	1137.244481468	1137.352288681	6632.700	8979.600	-75.28	0.1078	7382.812		2	0	0	0	0	0	0		
105	Spectrogram 1	2	1138.938082754	1139.071256370	3673.500	9693.900	-78.15	0.1332	4453.125		2	0	0	0	0	0	0		
106	Spectrogram 1	2	1139.223454788	1139.331262000	6734.700	9387.800	-76.92	0.1078	8320.312		2	0	0	0	0	0	0		
107	Spectrogram 1	2	1145.320768419	1146.500306159	2346.900	26428.600	-67.08	1.1795	3046.875		2	0	0	0	0	0	0		
108	Spectrogram 1	2	1151.009972065	1151.092412875	4795.900	9387.800	-76.57	0.0824	8437.500		2	0	0	0	0	0	0		
109	Spectrogram 1	2	1151.250952893	1151.327052103	6530.600	9285.700	-70.39	0.0761	7851.562		2	0	0	0	0	0	0		
110	Spectrogram 1	2	1207.454519227	1207.790624067	2653.100	30612.200	-59.59	0.3361	4921.875		1	0	0	0	0	0	0		
111	Spectrogram 1	2	1208.088679303	1208.532591356	1632.700	57244.900	-43.13	0.4439	9726.562		1	0	0	0	0	0	0		Maybe DC
112	Spectrogram 1	2	1213.498849666	1213.670072886	714.300	59693.900	-52.42	0.1712	21328.125		2	0	0	0	0	0	0		
113	Spectrogram 1	2	1223.880688390	1224.185085226	1428.600	53163.300	-56.60	0.3044	5273.438		2	2	1	1	0	0	0		
114	Spectrogram 1	2	1236.699926542	1236.820416956	3163.300	8163.300	-71.46	0.1205	5273.438		2	0	0	0	0	0	0		
115	Spectrogram 1	2	1236.852124960	1236.978956975	14591.800	58877.600	-58.45	0.1268	30234.375		2	0	0	0	0	0	0		
116	Spectrogram 1	2	1240.195831356	1240.443153785	1836.700	59285.700	-63.38	0.2473	2109.375		2	0	0	0	0	0	0		
117	Spectrogram 1	2	1243.662213532	1244.042709578	5714.300	12346.900	-76.57	0.3805	11835.938		2	0	0	0	0	0	0		
118	Spectrogram 1	2	1246.278555938	1246.671735184	4795.900	16836.700	-66.01	0.3932	6914.062		2	1	0	0	0	0	1		
119	Spectrogram 1	2	1257.238361110	1257.644223558	4285.700	36326.500	-62.86	0.4059	5273.438		1	0	0	0	0	0	0		
120	Spectrogram 1	2	1261.977558511	1262.446836967	1326.500	50816.300	-62.97	0.4693	7265.625		2	2	1	1	0	0	0		
121	Spectrogram 1	2	1275.452229077	1275.648818701	1020.400	59387.800	-65.30	0.1966	2695.312		2	0	0	0	0	0	0		
122	Spectrogram 1	2	1299.861733451	1300.024482091	547.438	42289.547	-49.93	0.1627	585.938		2	0	0	0	0	0	0		Probably not vocalization
123	Spectrogram 1	2	1302.500043495	1302.642448555	1779.172	41605.251	-59.83	0.1424	24843.750		3	0	0	0	0	0	0		Probably not vocal
124	Spectrogram 1	2	1311.379981723	1311.595757973	1085.271	7674.419	-75.43	0.2158	1289.062		3	0	0	0	0	0	0		
125	Spectrogram 1	2	1311.682068473	1312.077658266	620.155	29069.767	-68.89	0.3956	7265.625		3	1	1	0	0	0	0		
126	Spectrogram 1	2	1313.876663584	1314.272253377	1162.791	29224.806	-66.83	0.3956	24960.938		3	1	1	0	0	0	0		
127	Spectrogram 1	2	1314.775731295	1314.948352295	2093.023	4961.240	-79.61	0.1726	3046.875		2	0	0	0	0	0	0		
128	Spectrogram 1	2	1315.085010587	1315.379904796	1395.349	29922.481	-56.46	0.2949	29648.438		3	2	1	1	0	0	0		
129	Spectrogram 1	2	1317.446633674	1317.806260759	1317.829	29457.364	-67.98	0.3596	1992.188		3	2	1	1	0	0	0		
130	Spectrogram 1	2	1317.993266842	1318.266583427	1007.752	29534.884	-56.93	0.2733	8437.500		3	1	0	1	0	0	0		
131	Spectrogram 1	2	1318.359917003	1318.560809855	670.391	28324.022	-53.49	0.2009	3164.062		2	2	1	1	0	0	0		
132	Spectrogram 1	2	1319.388896539	1319.462642017	754.190	29581.006	-53.07	0.0737	25898.438		2	0	0	0	0	0	0		
133	Spectrogram 1	2	1321.671565704	1321.841943187	2094.972	22541.899	-69.63	0.1704	8203.125		3	0	0	0	0	0	0		
134	Spectrogram 1	2	1322.073351409	1322.297130789	2346.369	29497.207	-61.57	0.2238	6796.875		3	0	0	0	0	0	0		
135	Spectrogram 1	2	1324.301687965	1324.456807762	2430.168	13324.022	-81.75	0.1551	5742.188		3	1	0	0	1	0	0		
136	Spectrogram 1	2	1325.223165672	1325.396086102	3519.553	28156.425	-75.36	0.1729	8320.312		3	0	0	0	0	0	0		
137	Spectrogram 1	2	1326.438013054	1326.595675799	2011.173	27821.229	-68.42	0.1577	6210.938		3	1	0	1	0	0	0		
138	Spectrogram 1	2	1338.479666567	1338.698360052	17430.168	57988.827	-70.84	0.2187	18984.375		3	1	0	1	0	0	0		
139	Spectrogram 1	2	1355.098907793	1355.729558773	6033.520	13491.620	-74.26	0.6307	7617.188		1	0	0	0	0	0	0		
140	Spectrogram 1	2	1356.733341512	1357.417394390	5363.128	13994.413	-76.90	0.6841	10195.312		1	0	0	0	0	0	0		
141	Spectrogram 1	2	1371.371445803	1371.615568763	1005.587	57653.631	-47.80	0.2441	37031.250		1	0	0	0	0	0	0		
142	Spectrogram 1	2	1371.686771293	1371.801203930	2430.168	9301.676	-78.42	0.1144	5625.000		3	0	0	0	0	0	0		
143	Spectrogram 1	2	1373.352651095	1373.632375320	670.391	59497.207	-58.55	0.2797	2695.312		2	1	0	1	0	0	0		
144	Spectrogram 1	2	1373.734093220	1373.851068805	2849.162	10726.257	-75.07	0.1170	7851.562		2	0	0	0	0	0	0		
145	Spectrogram 1	2	1387.954853085	1388.074371618	18435.754	42905.028	-80.43	0.1195	24257.812		3	0	0	0	0	0	0		
146	Spectrogram 1	2	1389.817919402	1389.912008459	1005.587	58659.218	-56.37	0.0941	35039.062		2	0	0	0	0	0	0		
147	Spectrogram 1	2	1392.499831324	1392.662579964	1340.782	59329.609	-52.97	0.1627	52265.625		2	0	0	0	0	0	0		
148	Spectrogram 1	2	1393.059279774	1393.562783379	618.557	59536.082	-58.49	0.5035	41250.000		2	1	0	1	0	0	0		Longer than typical
149	Spectrogram 1	2	1394.675915585	1394.813234750	927.835	59690.722	-58.29	0.1373	48984.375		2	0	0	0	0	0	0		
150	Spectrogram 1	2	1397.132435893	1397.480819700	1855.670	14845.361	-61.73	0.3484	5390.625			0	0	0	0	0	0		Weird
151	Spectrogram 1	2	1398.827434996	1398.921524053	2164.948	6030.928	-78.99	0.0941	2460.938		3	0	0	0	0	0	0		
152	Spectrogram 1	2	1399.854785786	1400.271829176	1391.753	34639.175	-63.49	0.4170	5742.188			0	0	0	0	0	0		Weird thing repeated
153	Spectrogram 1	2	1403.031890948	1403.413333073	1546.392	21804.124	-69.95	0.3814	5625.000			0	0	0	0	0	0		Weird n = 3
154	Spectrogram 1	2	1405.882102762	1406.273716677	1701.031	21649.485	-73.36	0.3916	6093.750			0	0	0	0	0	0		n = 4 + whistles
155	Spectrogram 1	2	1411.982683348	1412.114916618	3092.784	15154.639	-71.37	0.1322	4570.312		2	0	0	0	0	0	0		
156	Spectrogram 1	2	1412.198833885	1412.318352418	5103.093	16701.031	-76.27	0.1195	6796.875		2	0	0	0	0	0	0		
157	Spectrogram 1	2	1417.826891592	1417.954038967	2706.186	15309.278	-71.43	0.1271	3632.812		2	1	0	0	1	0	0		
158	Spectrogram 1	2	1418.017612655	1418.226134350	5025.773	8659.794	-75.71	0.2085	6679.688		2	0	0	0	0	0	0		
159	Spectrogram 1	2	1426.884487787	1427.039607585	3556.701	12603.093	-76.20	0.1551	8203.125		2	0	0	0	0	0	0		
160	Spectrogram 1	2	1427.082837692	1427.202356225	6185.567	8969.072	-78.85	0.1195	6679.688		2	0	0	0	0	0	0		
161	Spectrogram 1	2	1426.429300185	1426.508131557	4097.938	6881.443	-82.90	0.0788	4453.125		3	0	0	0	0	0	0		
162	Spectrogram 1	2	1435.910421733	1436.179974168	3092.784	9896.907	-75.95	0.2696	3750.000		2	0	0	0	0	0	0		
163	Spectrogram 1	2	1449.438325425	1449.545129220	2783.505	8427.835	-72.29	0.1068	3515.625		2	0	0	0	0	0	0		
164	Spectrogram 1	2	1449.654475962	1449.786709232	5644.330	8659.794	-86.72	0.1322	6210.938		2	0	0	0	0	0	0		
165	Spectrogram 1	2	1460.910591377	1461.012309277	4097.938	10128.866	-77.00	0.1017	9023.438		2	0	0	0	0	0	0		
166	Spectrogram 1	2	1461.103855387	1461.215745077	6030.928	9587.629	-79.19	0.1119	6328.125		2	0	0	0	0	0	0		
167	Spectrogram 1	2	1469.287824521	1469.470916741	6030.928	11288.660	-73.61	0.1831	8671.875		1	1	0	0	1	0	0		
168	Spectrogram 1	2	1472.884516020	1473.095580663	386.598	19329.897	-67.79	0.2111	820.312		2	0	0	0	0	0	0		
169	Spectrogram 1	2	1476.190148114	1476.434271074	541.237	28840.206	-60.13	0.2441	585.938		2	1	0	1	0	0	0		
170	Spectrogram 1	2	1478.112632936	1478.440673163	1082.474	22577.320	-59.19	0.3280	3984.375		2	1	0	1	0	0	0		Weird
171	Spectrogram 1	2	1480.157179237	1480.386044512	1701.031	29381.443	-57.83	0.2289	24609.375		2	1	0	1	0	0	0		
172	Spectrogram 1	2	1480.406388092	1480.520820729	773.196	17551.546	-68.74	0.1144	6562.500		2	0	0	0	0	0	0		
173	Spectrogram 1	2	1483.546495921	1483.765189406	2087.629	16855.670	-70.71	0.2187	4101.562		3	1	0	1	0	0	0		
174	Spectrogram 1	2	1487.887805681	1488.025124846	3402.062	10592.784	-70.20	0.1373	3984.375		2	0	0	0	0	0	0		
175	Spectrogram 1	2	1491.776703466	1491.875878418	5567.010	10515.464	-77.88	0.0992	7734.375		2	0	0	0	0	0	0		
176	Spectrogram 1	2	1492.145430853	1492.272578228	3247.423	14149.485	-66.00	0.1271	6093.750		1	0	0	0	0	0	0		
177	Spectrogram 1	2	1492.346323706	1492.455670448	6108.247	8505.155	-75.29	0.1093	6914.062		1	0	0	0	0	0	0		
178	Spectrogram 1	2	1494.712212104	1494.831730636	3170.103	12216.495	-60.72	0.1195	4335.938		1	0	0	0	0	0	0		
179	Spectrogram 1	2	1494.923276746	1495.024994646	5721.649	7268.041	-73.00	0.1017	6093.750		2	0	0	0	0	0	0		
180	Spectrogram 1	2	1496.965512778	1497.110460786	3247.423	14304.124	-63.87	0.1449	3398.438		2	0	0	0	0	0	0		
181	Spectrogram 1	2	1497.204549843	1497.313896586	5798.969	7577.320	-79.62	0.1093	6328.125		2	0	0	0	0	0	0		
182	Spectrogram 1	2	1498.338488261	1498.450377951	2396.907	10128.866	-80.49	0.1119	3398.438		3	0	0	0	0	0	0		
183	Spectrogram 1	2	1498.562267641	1498.646184909	7190.722	8814.433	-77.14	0.0839	8085.938		1	0	0	0	0	0	0		
184	Spectrogram 1	2	1498.740273966	1498.882679026	5025.773	15927.835	-67.71	0.1424	7500.000		1	0	0	0	0	0	0		
185	Spectrogram 1	2	1498.943709766	1499.098829564	5489.691	9896.907	-73.24	0.1551	6328.125		1	0	0	0	0	0	0		
186	Spectrogram 1	2	1499.960207243	1500.087354618	2783.505	13376.289	-69.39	0.1271	6093.750		3	0	0	0	0	0	0		
187	Spectrogram 1	2	1500.171271886	1500.265360943	4871.134	10670.103	-71.56	0.0941	6679.688		2	0	0	0	0	0	0		
188	Spectrogram 1	2	1502.004520866	1502.129125294	3556.701	11520.619	-76.67	0.1246	4687.500		3	0	0	0	0	0	0		
189	Spectrogram 1	2	1502.220671404	1502.317303409	6262.887	8814.433	-85.58	0.0966	6679.688		3	0	0	0	0	0	0		
190	Spectrogram 1	2	1505.182772908	1505.287033755	3479.381	10206.186	-71.52	0.1043	3750.000		3	0	0	0	0	0	0		
191	Spectrogram 1	2	1505.386208708	1505.518441978	6411.609	9023.747	-78.83	0.1322	7031.250		2	0	0	0	0	0	0		
192	Spectrogram 1	2	1505.858282742	1505.970172432	1741.425	7994.723	-76.30	0.1119	2929.688		3	0	0	0	0	0	0		
193	Spectrogram 1	2	1506.099862754	1506.183780022	6569.921	8786.280	-80.16	0.0839	7968.750		3	0	0	0	0	0	0		
194	Spectrogram 1	2	1506.753400261	1506.847489319	1424.802	7678.100	-71.73	0.0941	1992.188		3	0	0	0	0	0	0		
195	Spectrogram 1	2	1507.909311006	1507.983056484	5540.897	7757.256	-77.50	0.0737	6562.500		3	0	0	0	0	0	0		
196	Spectrogram 1	2	1508.084774384	1508.163605756	5620.053	8311.346	-73.24	0.0788	5976.562		2	0	0	0	0	0	0		
197	Spectrogram 1	2	1508.534876091	1508.646765781	3087.071	9894.459	-66.32	0.1119	7031.250		2	0	0	0	0	0	0		
198	Spectrogram 1	2	1508.728140101	1508.911232321	6015.831	8311.346	-71.18	0.1831	6210.938		2	0	0	0	0	0	0		
199	Spectrogram 1	2	1510.601843564	1510.723905044	3562.005	12427.441	-64.41	0.1221	6796.875		2	0	0	0	0	0	0		
200	Spectrogram 1	2	1510.790021679	1510.947684424	5699.208	10448.549	-76.62	0.1577	6210.938		2	0	0	0	0	0	0		
201	Spectrogram 1	2	1512.968239523	1513.321994475	2040.408	14493.930	-59.50	0.3538	3046.875		3	0	0	0	0	0	0		
202	Spectrogram 1	2	1515.616712998	1515.707419396	2462.561	11749.934	-57.26	0.0907	3281.250		2	0	0	0	0	0	0		
203	Spectrogram 1	2	1515.825337713	1515.916044111	6754.453	12875.676	-69.29	0.0907	9843.750		2	0	0	0	0	0	0		
204	Spectrogram 1	2	1516.628089336	1516.732401693	422.153	39189.898	-61.13	0.1043	8203.125		2	1	0	1	0	0	0		
205	Spectrogram 1	2	1517.504980415	1517.582080854	3025.432	9428.090	-71.18	0.0771	5507.812		2	0	0	0	0	0	0		
206	Spectrogram 1	2	1517.709069811	1517.763493650	5699.070	7739.477	-70.56	0.0544	6445.312		2	0	0	0	0	0	0		
207	Spectrogram 1	2	1517.756690670	1517.806579189	1442.357	14740.186	-67.24	0.0499	3398.438		2	0	0	0	0	0	0		
