Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
27	Spectrogram 1	2	977.123707156	977.760461980	2139.200	26180.000	-75.03	0.6368	2460.938		3	0	0	0	0	0	0		
28	Spectrogram 1	2	985.564862292	986.188164549	2139.200	52869.300	-68.41	0.6233	16523.438		2	2	1	1	0	0	0		
29	Spectrogram 1	2	988.717247087	989.309160022	1629.900	56332.800	-67.83	0.5919	8906.250		2	2	1	1	0	0	0		
30	Spectrogram 1	2	991.248326098	991.907501866	1935.500	57962.600	-62.25	0.6592	7265.625		2	2	1	1	0	0	0		
31	Spectrogram 1	2	995.064459504	995.898518639	2852.300	55416.000	-64.68	0.8341	13007.812		2	2	1	1	0	0	0		
32	Spectrogram 1	2	997.368964096	998.126792020	1629.900	57249.600	-63.53	0.7578	7617.188		2	2	1	1	0	0	0		
33	Spectrogram 1	2	999.176092222	1000.019119734	1731.700	53989.800	-59.82	0.8430	7734.375		2	2	1	1	0	0	0		
34	Spectrogram 1	2	1008.491852657	1009.182417747	1731.700	47877.800	-67.67	0.6906	1875.000		2	2	1	1	0	0	0		
35	Spectrogram 1	2	1017.628425598	1018.345895821	1528.000	58064.500	-61.11	0.7175	7031.250		2	2	1	1	0	0	0		
36	Spectrogram 1	2	1020.278216936	1021.067434182	1731.700	56536.500	-62.11	0.7892	7265.625		2	2	1	1	0	0	0		
37	Spectrogram 1	2	1022.264988312	1022.973490157	2139.200	56230.900	-56.65	0.7085	21445.312		2	2	1	1	0	0	0		
38	Spectrogram 1	2	1023.049721369	1023.152857713	2954.200	18845.500	-69.82	0.1031	3164.062		2	0	0	0	0	0	0		
39	Spectrogram 1	2	1024.314262638	1025.309752573	1935.500	57045.800	-59.82	0.9955	7500.000		2	2	1	1	0	0	0		
40	Spectrogram 1	2	1033.417977803	1034.364141660	1528.000	47572.200	-66.01	0.9462	6914.062		2	2	1	1	0	0	0		
41	Spectrogram 1	2	1036.054680875	1036.911160954	1324.300	52869.300	-59.67	0.8565	6796.875		2	2	1	1	0	0	0		
42	Spectrogram 1	2	1043.057882629	1044.026467431	1120.500	53989.800	-58.86	0.9686	12304.688		2	2	1	1	0	0	0		
43	Spectrogram 1	2	1068.082668333	1068.867401390	1324.300	53786.100	-56.15	0.7847	13476.562		2	2	1	1	0	0	0		
44	Spectrogram 1	2	1073.033113067	1073.840267068	2037.400	50730.100	-55.24	0.8072	3398.438		3	2	1	1	0	0	0		
45	Spectrogram 1	2	1076.125365050	1076.968392563	1222.400	58064.500	-48.71	0.8430	5625.000		2	2	1	1	0	0	0		
46	Spectrogram 1	2	1088.340565749	1089.439192029	2037.400	15789.500	-66.81	1.0986	2226.562		3	0	0	0	0	0	0		
47	Spectrogram 1	2	1090.319011542	1090.982671499	1324.300	43395.600	-58.68	0.6637	13476.562		2	2	1	1	0	0	0		
48	Spectrogram 1	2	1093.089145955	1093.968046979	916.800	52869.300	-52.02	0.8789	5390.625		2	2	1	1	0	0	0		
49	Spectrogram 1	2	1091.645237130	1092.403065053	713.100	5297.100	-79.09	0.7578	2226.562		3	1	0	1	0	0	0		
50	Spectrogram 1	2	1095.462363629	1096.224675741	611.200	58981.300	-48.56	0.7623	15117.188		2	2	1	1	0	0	0		
51	Spectrogram 1	2	1097.228685324	1098.040323515	407.500	59286.900	-48.21	0.8116	7968.750		2	2	1	1	0	0	0		
52	Spectrogram 1	2	1099.082382683	1099.813305473	611.200	58981.300	-52.50	0.7309	16992.188		2	2	1	1	0	0	0		
53	Spectrogram 1	2	1101.890676316	1102.715767073	916.800	58064.500	-56.82	0.8251	12656.250		2	2	1	1	0	0	0		
54	Spectrogram 1	2	1103.192840846	1103.905826880	713.100	53480.500	-69.84	0.7130	1640.625		3	1	0	1	0	0	0		
55	Spectrogram 1	2	1108.092406618	1108.971307642	1426.100	58573.900	-44.15	0.8789	9609.375		1	2	1	1	0	0	0		
56	Spectrogram 1	2	1111.061474253	1111.944859465	1120.500	59490.700	-45.95	0.8834	15703.125		1	2	1	1	0	0	0		
57	Spectrogram 1	2	1112.895507512	1113.675756380	1120.500	58573.900	-49.74	0.7802	4921.875			2	1	1	0	0	0		
58	Spectrogram 1	2	1114.751698649	1115.733736017	1120.500	58981.300	-53.57	0.9820	4921.875		1	2	1	1	0	0	0		
59	Spectrogram 1	2	1120.291869040	1121.125928175	509.300	56332.800	-55.26	0.8341	18632.812		2	1	0	1	0	0	0		
60	Spectrogram 1	2	1126.793383200	1127.847167591	1222.400	58166.400	-54.54	1.0538	20742.188		2	2	1	1	0	0	0		
61	Spectrogram 1	2	1129.109050447	1130.149382272	1120.500	58370.100	-56.75	1.0403	22851.562		2	2	1	1	0	0	0		
62	Spectrogram 1	2	1131.476242252	1132.467247999	916.800	56842.100	-58.15	0.9910	5507.812		2	2	1	1	0	0	0		
63	Spectrogram 1	2	1134.241159650	1135.106608107	1120.500	58370.100	-60.39	0.8654	18867.188		2	1	0	1	0	0	0		Tonal barely visible - BP questionable
64	Spectrogram 1	2	1136.169633769	1137.106829249	1222.400	58675.700	-58.82	0.9372	17812.500		2	2	1	1	0	0	0		
65	Spectrogram 1	2	1138.230522306	1139.257401564	814.900	57045.800	-59.81	1.0269	17695.312		2	2	1	1	0	0	0		
66	Spectrogram 1	2	1140.576857253	1141.540957866	1120.500	51646.900	-56.68	0.9641	5742.188		2	2	1	1	0	0	0		
67	Spectrogram 1	2	1143.588393836	1144.364158516	916.800	59490.700	-57.38	0.7758	20507.812		2	2	1	1	0	0	0		
68	Spectrogram 1	2	1146.579806388	1147.391444578	1120.500	57657.000	-57.12	0.8116	16875.000		2	2	1	1	0	0	0		
69	Spectrogram 1	2	1149.520974372	1150.305707429	1222.400	58981.300	-58.92	0.7847	16992.188		2	2	1	1	0	0	0		
70	Spectrogram 1	2	1152.018194087	1152.829832278	916.800	59592.500	-54.11	0.8116	18867.188		2	2	1	1	0	0	0		
71	Spectrogram 1	2	1152.892610922	1153.009199834	1426.100	26078.100	-74.57	0.1166	3398.438		3	0	0	0	0	0	0		
72	Spectrogram 1	2	1154.337616898	1155.144770900	814.900	59388.800	-57.40	0.8072	20507.812		2	2	1	1	0	0	0		
73	Spectrogram 1	2	1155.198581167	1155.337591023	3667.200	21188.500	-75.30	0.1390	5742.188		3	0	0	0	0	0	0		
74	Spectrogram 1	2	1156.326764015	1157.133918016	509.300	59388.800	-55.28	0.8072	18632.812		2	2	1	1	0	0	0		
75	Spectrogram 1	2	1157.196696661	1157.335706517	3157.900	23735.100	-71.48	0.1390	3398.438		3	0	0	0	0	0	0		
76	Spectrogram 1	2	1158.270886380	1159.293281448	1120.500	58268.300	-55.05	1.0224	40664.062		2	2	1	1	0	0	0		
77	Spectrogram 1	2	1160.449103657	1161.502888047	1222.400	59083.200	-57.34	1.0538	20039.062		2	2	1	1	0	0	0		
78	Spectrogram 1	2	1162.571130725	1163.647336060	1018.700	59083.200	-55.18	1.0762	3046.875		2	2	1	1	0	0	0		
79	Spectrogram 1	2	1164.485879384	1165.517242831	1018.700	59694.400	-54.18	1.0314	9960.938		2	2	1	1	0	0	0		
80	Spectrogram 1	2	1166.545400702	1167.540890637	1018.700	58472.000	-54.60	0.9955	5507.812		2	2	1	1	0	0	0		
81	Spectrogram 1	2	1169.097359941	1169.994197720	713.100	58981.300	-61.41	0.8968	42421.875		2	2	1	1	0	0	0		
82	Spectrogram 1	2	1171.368008038	1172.327624462	814.900	58675.700	-64.08	0.9596	3046.875		2	2	1	1	0	0	0		
83	Spectrogram 1	2	1174.180870290	1175.041834558	1018.700	59185.100	-59.59	0.8610	5039.062		2	2	1	1	0	0	0		
84	Spectrogram 1	2	1175.485769259	1176.037324493	814.900	59490.700	-64.77	0.5516	1406.250		2	0	0	0	0	0	0		
85	Spectrogram 1	2	1176.647449878	1177.468056446	814.900	59490.700	-56.34	0.8206	6328.125		2	2	1	1	0	0	0		
86	Spectrogram 1	2	1180.934970282	1181.760061039	814.900	59286.900	-69.85	0.8251	1406.250		3	0	0	0	0	0	0		
87	Spectrogram 1	2	1182.875341284	1183.830473519	1018.700	58064.500	-59.10	0.9551	20156.250		2	2	1	1	0	0	0		
88	Spectrogram 1	2	1183.848410275	1184.014325264	1528.000	28930.400	-69.42	0.1659	3750.000		3	0	0	0	0	0	0		
89	Spectrogram 1	2	1184.162303498	1184.956004933	1324.300	50118.800	-64.71	0.7937	41132.812		3	2	1	1	0	0	0		
90	Spectrogram 1	2	1187.077574869	1188.647040983	1018.700	57351.400	-58.78	1.5695	8671.875		2	2	1	1	0	0	0		Weird BP, 3 calls or 1?
91	Spectrogram 1	2	1189.429121229	1190.204885909	713.100	59388.800	-72.06	0.7758	2578.125		3	0	0	0	0	0	0		
92	Spectrogram 1	2	1190.799357446	1192.346402616	1120.500	58981.300	-58.90	1.5470	13007.812		2	2	1	1	0	0	0		
93	Spectrogram 1	2	1195.443417283	1196.479264919	1629.900	54804.800	-59.69	1.0358	4453.125		2	2	1	1	0	0	0		
94	Spectrogram 1	2	1198.970646793	1200.091694017	1324.300	58573.900	-62.28	1.1210	5625.000		2	2	1	1	0	0	0		
95	Spectrogram 1	2	1202.153315381	1203.269878417	1222.400	56842.100	-61.70	1.1166	32226.562		2	2	1	1	0	0	0		
96	Spectrogram 1	2	1207.390939469	1208.552344394	1120.500	57045.800	-56.23	1.1614	6093.750		2	2	1	1	0	0	0		
97	Spectrogram 1	2	1209.832169608	1210.249199175	1426.100	57555.200	-59.37	0.4170	4453.125		2	2	1	1	0	0	0		
98	Spectrogram 1	2	1210.267135931	1210.684165498	1120.500	39524.600	-65.38	0.4170	29296.875		3	0	0	0	0	0	0		
99	Spectrogram 1	2	1210.706586443	1211.011511288	1120.500	42376.900	-66.38	0.3049	9140.625		2	0	0	0	0	0	0		
100	Spectrogram 1	2	1211.083258310	1211.298499377	1833.600	46859.100	-63.60	0.2152	9140.625		2	2	1	1	0	0	0		
101	Spectrogram 1	2	1211.857824628	1212.611168363	814.900	57249.600	-57.71	0.7533	4921.875		2	3	1	1	0	1	0		Ask abt SH
102	Spectrogram 1	2	1213.994129922	1214.769894601	916.800	56638.400	-63.19	0.7758	38789.062		2	2	1	1	0	0	0		
103	Spectrogram 1	2	1215.653279814	1216.420076115	1324.300	58573.900	-61.22	0.7668	42421.875		2	2	1	1	0	0	0		
104	Spectrogram 1	2	1218.232327049	1219.411668729	1120.500	54906.600	-61.65	1.1793	1757.812		2	3	1	1	0	1	0		SH?
105	Spectrogram 1	2	1221.589058947	1222.678716849	916.800	58573.900	-59.57	1.0897	8789.062		2	2	1	1	0	0	0		This is weird
106	Spectrogram 1	2	1223.289665091	1224.415196504	1120.500	54906.600	-57.43	1.1255	13125.000		2	2	1	1	0	0	0		
107	Spectrogram 1	2	1225.267192395	1226.392723808	1120.500	57045.800	-61.82	1.1255	3515.625		2	2	1	1	0	0	0		
108	Spectrogram 1	2	1228.583112262	1229.179509385	4176.600	19762.300	-75.77	0.5964	4453.125		2	0	0	0	0	0	0		
109	Spectrogram 1	2	1229.349908563	1229.834200964	611.200	51850.600	-52.83	0.4843	5039.062		1	1	0	1	0	0	0		
110	Spectrogram 1	2	1229.936144549	1230.124480483	1426.100	22207.100	-70.75	0.1883	1992.188		3	1	0	0	0	1	0		Ask
111	Spectrogram 1	2	1231.438446263	1232.191789998	1120.500	55721.600	-59.71	0.7533	9257.812		1	2	1	1	0	0	0		Ask
112	Spectrogram 1	2	1234.568770237	1234.981315616	1018.700	56842.100	-58.11	0.4125	11367.188		1	1	0	1	0	0	0		
113	Spectrogram 1	2	1235.070999394	1235.295208839	4278.400	27606.100	-70.20	0.2242	6562.500		3	0	0	0	0	0	0		
114	Spectrogram 1	2	1237.398019162	1237.841953863	916.800	57555.200	-57.37	0.4439	2929.688		2	1	0	1	0	0	0		
115	Spectrogram 1	2	1237.913700885	1238.097552630	1324.300	25263.200	-63.26	0.1839	21445.312		3	0	0	0	0	0	0		
116	Spectrogram 1	2	1240.436460879	1241.180836236	814.900	58675.700	-62.23	0.7444	40312.500		2	2	1	1	0	0	0		
117	Spectrogram 1	2	1243.089546447	1243.757690593	1120.500	55008.500	-56.56	0.6681	34218.750		2	2	1	1	0	0	0		
118	Spectrogram 1	2	1246.819111620	1247.559002789	1222.400	59490.700	-57.64	0.7399	7851.562		2	2	1	1	0	0	0		
119	Spectrogram 1	2	1249.648360545	1250.226820913	1120.500	59388.800	-60.11	0.5785	7148.438		2	2	1	1	0	0	0		
120	Spectrogram 1	2	1250.307536313	1250.504840625	1324.300	22920.200	-70.24	0.1973	3632.812		3	0	0	0	0	0	0		
121	Spectrogram 1	2	1252.398994116	1253.152337851	814.900	58777.600	-63.12	0.7533	1992.188		2	3	1	1	0	0	1		
122	Spectrogram 1	2	1255.296971527	1255.987536617	1120.500	59083.200	-55.83	0.6906	11484.375		2	2	1	1	0	0	0		
123	Spectrogram 1	2	1259.682321230	1260.229392275	1222.400	50628.200	-53.95	0.5471	1757.812		3	2	1	1	0	0	0		
124	Spectrogram 1	2	1261.469674244	1261.994324345	1222.400	59490.700	-40.68	0.5247	14179.688		2	1	1	0	0	0	0		Ask abt DC
125	Spectrogram 1	2	1263.574497383	1264.422009085	1426.100	59388.800	-43.92	0.8475	15351.562		1	2	1	1	0	0	0		
126	Spectrogram 1	2	1265.893915994	1266.624838784	814.900	59083.200	-50.59	0.7309	3398.438		2	2	1	1	0	0	0		
127	Spectrogram 1	2	1270.783791765	1271.519198744	1222.400	59286.900	-52.78	0.7354	10898.438		2	2	1	1	0	0	0		
128	Spectrogram 1	2	1277.918495049	1278.725649050	1222.400	58675.700	-50.89	0.8072	3984.375		1	2	1	1	0	0	0		
129	Spectrogram 1	2	1286.971884017	1287.783522208	1324.300	59286.900	-54.92	0.8116	5273.438		2	2	1	1	0	0	0		
130	Spectrogram 1	2	1288.496508243	1289.366440889	814.900	57657.000	-49.55	0.8699	3984.375		2	2	1	1	0	0	0		
131	Spectrogram 1	2	1290.130031615	1290.367693626	17215.600	59286.900	-59.04	0.2377	34570.312		2	1	0	1	0	0	0		
132	Spectrogram 1	2	1290.188326071	1290.493250916	3565.400	15585.700	-73.76	0.3049	7968.750		3	0	0	0	0	0	0		
133	Spectrogram 1	2	1290.502219293	1291.125521550	15178.300	58573.900	-65.68	0.6233	21562.500		2	1	0	1	0	0	0		
134	Spectrogram 1	2	1297.745090274	1298.538791709	1629.900	58675.700	-53.64	0.7937	29648.438		2	2	1	1	0	0	0		
135	Spectrogram 1	2	1307.747125676	1308.536342922	1222.400	58573.900	-59.37	0.7892	19218.750		2	2	1	1	0	0	0		
136	Spectrogram 1	2	1309.821379549	1310.601628418	1120.500	58879.500	-58.40	0.7802	18046.875		2	2	1	1	0	0	0		
137	Spectrogram 1	2	1316.584337319	1317.270418220	1120.500	59694.400	-60.66	0.6861	2812.500		2	2	1	1	0	0	0		
138	Spectrogram 1	2	1319.549483331	1320.262469366	1324.300	47164.700	-60.52	0.7130	3515.625		2	2	1	1	0	0	0		
139	Spectrogram 1	2	1323.718219145	1324.453626125	1731.700	48590.800	-62.17	0.7354	2578.125		2	2	1	1	0	0	0		
140	Spectrogram 1	2	1325.449116060	1326.180038850	1731.700	59286.900	-49.60	0.7309	5390.625		2	2	1	1	0	0	0		
141	Spectrogram 1	2	1330.091988739	1330.903626930	1629.900	59694.400	-57.17	0.8116	14414.062		2	2	1	1	0	0	0		
142	Spectrogram 1	2	1331.320656497	1332.011221587	1324.300	59388.800	-50.89	0.6906	2695.312		2	2	1	1	0	0	0		
143	Spectrogram 1	2	1338.077867857	1338.750496191	1324.300	59185.100	-51.81	0.6726	3046.875		2	2	1	1	0	0	0		
144	Spectrogram 1	2	1342.502935265	1342.906512265	1222.400	58777.600	-59.74	0.4036	23320.312		3	2	1	1	0	0	0		
145	Spectrogram 1	2	1343.054490499	1343.722634645	1120.500	58064.500	-60.70	0.6681	38906.250		3	2	1	1	0	0	0		
146	Spectrogram 1	2	1345.839630361	1346.516742885	1629.900	58268.300	-54.49	0.6771	40898.438		2	2	1	1	0	0	0		
147	Spectrogram 1	2	1351.462063435	1352.139175958	1528.000	59083.200	-60.30	0.6771	3750.000		2	2	1	1	0	0	0		
148	Spectrogram 1	2	1355.823526540	1356.491670685	1324.300	59286.900	-58.14	0.6681	6914.062		2	2	1	1	0	0	0		
149	Spectrogram 1	2	1358.913591247	1359.635545660	1324.300	58777.600	-58.55	0.7220	17109.375		2	2	1	1	0	0	0		
150	Spectrogram 1	2	1360.777826671	1361.517717839	1324.300	59286.900	-58.66	0.7399	12304.688		2	2	1	1	0	0	0		
151	Spectrogram 1	2	1365.555679348	1366.255212816	1426.100	57657.000	-50.65	0.6995	36328.125		2	2	1	1	0	0	0		
152	Spectrogram 1	2	1366.425611994	1367.237250185	1426.100	59083.200	-59.87	0.8116	20742.188		2	2	1	1	0	0	0		
153	Spectrogram 1	2	1369.365494387	1369.603156399	18030.600	58573.900	-63.59	0.2377	30937.500		2	1	0	1	0	0	0		
154	Spectrogram 1	2	1369.912565433	1370.674877545	1629.900	57962.600	-58.47	0.7623	4101.562		2	2	1	1	0	0	0		
155	Spectrogram 1	2	1375.414483772	1375.629724839	18743.600	57962.600	-67.99	0.2152	41718.750		2	1	0	1	0	0	0		
156	Spectrogram 1	2	1386.982675678	1387.197916745	19558.600	55721.600	-61.60	0.2152	33867.188		2	1	0	1	0	0	0		
157	Spectrogram 1	2	1398.244105760	1398.468315204	18845.500	52563.700	-69.19	0.2242	24023.438		2	1	0	1	0	0	0		
158	Spectrogram 1	2	1399.531067973	1399.750793229	17725.000	59185.100	-66.35	0.2197	31757.812		2	1	0	1	0	0	0		
159	Spectrogram 1	2	1402.747695690	1402.994326079	17113.800	52563.700	-72.82	0.2466	23437.500		2	1	0	1	0	0	0		
160	Spectrogram 1	2	1404.276804104	1404.774549071	1120.500	57555.200	-62.91	0.4977	1640.625		2	2	1	1	0	0	0		
161	Spectrogram 1	2	1404.783517449	1404.985305949	2241.100	25365.000	-73.07	0.2018	7382.812		3	0	0	0	0	0	0		
162	Spectrogram 1	2	1420.055840649	1420.679142906	1426.100	49303.900	-65.76	0.6233	13007.812		2	2	1	1	0	0	0		
163	Spectrogram 1	2	1428.943401859	1429.629482760	1426.100	47979.600	-55.73	0.6861	6328.125		2	2	1	1	0	0	0		
164	Spectrogram 1	2	1430.755374297	1431.396613310	916.800	58573.900	-54.24	0.6412	6796.875		1	2	1	1	0	0	0		
165	Spectrogram 1	2	1432.082694211	1432.755322546	814.900	56434.600	-54.47	0.6726	6914.062		2	2	1	1	0	0	0		
166	Spectrogram 1	2	1438.715825137	1438.922097827	18132.400	55925.300	-64.72	0.2063	30234.375		2	1	0	1	0	0	0		
167	Spectrogram 1	2	1439.150791460	1439.935524518	1222.400	58981.300	-52.18	0.7847	7031.250		1	2	1	1	0	0	0		
168	Spectrogram 1	2	1440.390154940	1440.609880196	19762.300	59286.900	-67.43	0.2197	28125.000		2	1	0	1	0	0	0		
169	Spectrogram 1	2	1442.658793022	1443.389715812	1324.300	57045.800	-56.18	0.7309	4570.312		2	2	1	1	0	0	0		
170	Spectrogram 1	2	1447.664426445	1448.310149646	1629.900	56638.400	-53.10	0.6457	3867.188		2	2	1	1	0	0	0		
171	Spectrogram 1	2	1448.502969769	1449.162145537	1426.100	58879.500	-53.75	0.6592	18750.000		2	2	1	1	0	0	0		
172	Spectrogram 1	2	1451.386301854	1452.040993433	1629.900	51850.600	-56.99	0.6547	6679.688		1	2	1	1	0	0	0		
173	Spectrogram 1	2	1452.484928134	1453.135135524	1426.100	58777.600	-51.73	0.6502	7968.750		1	2	1	1	0	0	0		
174	Spectrogram 1	2	1454.181044487	1454.826767689	1528.000	58777.600	-47.22	0.6457	6093.750		1	2	1	1	0	0	0		
175	Spectrogram 1	2	1459.403384631	1460.170180932	2750.400	54499.200	-61.77	0.7668	13125.000		2	2	1	1	0	0	0		
176	Spectrogram 1	2	1460.378192168	1460.611369991	4482.200	49507.600	-69.41	0.2332	5625.000		2	1	0	1	0	0	0		
177	Spectrogram 1	2	1461.028399558	1461.647217626	1629.900	53989.800	-56.76	0.6188	6445.312		2	2	1	1	0	0	0		
178	Spectrogram 1	2	1463.043637353	1463.657971232	1528.000	51646.900	-57.71	0.6143	4687.500		2	2	1	1	0	0	0		
179	Spectrogram 1	2	1464.034643099	1464.447188478	1528.000	45229.200	-60.27	0.4125	3046.875		2	2	1	1	0	0	0		
180	Spectrogram 1	2	1464.500998744	1464.648976978	3157.900	28828.500	-68.95	0.1480	8320.312		2	0	0	0	0	0	0		
181	Spectrogram 1	2	1464.971553106	1465.316835651	3259.800	45025.500	-55.59	0.3453	5625.000		2	1	0	1	0	0	0		
182	Spectrogram 1	2	1465.751801974	1466.370620042	1629.900	56740.200	-52.98	0.6188	6562.500		2	2	1	1	0	0	0		
183	Spectrogram 1	2	1466.814554743	1467.043248377	2750.400	37589.100	-64.39	0.2287	5742.188		2	1	0	1	0	0	0		
184	Spectrogram 1	2	1468.805260344	1469.114669378	3361.600	54091.700	-63.16	0.3094	6328.125		2	1	0	1	0	0	0		
185	Spectrogram 1	2	1476.063950265	1476.718641844	1120.500	49711.400	-55.01	0.6547	13945.312		2	2	1	1	0	0	0		
186	Spectrogram 1	2	1477.471985579	1478.171519047	1426.100	55110.400	-48.94	0.6995	7734.375		2	2	1	1	0	0	0		
187	Spectrogram 1	2	1500.485929046	1500.902958614	3157.900	24346.300	-66.55	0.4170	9726.562		2	2	1	1	0	0	0		
188	Spectrogram 1	2	1503.880915798	1504.315882121	2241.100	40950.800	-57.25	0.4350	35273.438		2	2	1	1	0	0	0		
189	Spectrogram 1	2	1507.643786101	1508.276056736	1018.700	53684.200	-53.44	0.6323	14765.625		2	2	1	1	0	0	0		
190	Spectrogram 1	2	1508.693086303	1509.114600059	1833.600	26383.700	-67.98	0.4215	4804.688		2	2	1	1	0	0	0		
191	Spectrogram 1	2	1511.477586171	1511.988783705	2241.100	26689.300	-66.36	0.5112	6796.875		2	2	1	1	0	0	0		
192	Spectrogram 1	2	1518.742883697	1519.222691909	1935.500	27096.800	-70.06	0.4798	9375.000		2	2	1	1	0	0	0		
193	Spectrogram 1	2	1523.685185711	1524.142572978	2648.600	21697.800	-72.88	0.4574	6328.125		2	2	1	1	0	0	0		
194	Spectrogram 1	2	1542.389913655	1543.340561701	1120.500	54804.800	-56.50	0.9506	9375.000		1	2	1	1	0	0	0		
195	Spectrogram 1	2	1544.430498098	1545.197294400	1018.700	55416.000	-52.32	0.7668	3984.375		1	2	1	1	0	0	0		
196	Spectrogram 1	2	1546.377548968	1547.117440136	1324.300	57453.300	-57.71	0.7399	18515.625		2	2	1	1	0	0	0		
197	Spectrogram 1	2	1548.238207489	1548.955677713	1426.100	58064.500	-55.80	0.7175	4570.312		2	2	1	1	0	0	0		
198	Spectrogram 1	2	1550.290691616	1551.102329807	1222.400	59490.700	-58.07	0.8116	17109.375		2	2	1	1	0	0	0		
199	Spectrogram 1	2	1552.084000074	1552.801470298	1324.300	59083.200	-58.61	0.7175	6796.875		2	2	1	1	0	0	0		
200	Spectrogram 1	2	1554.069215766	1554.562476545	1629.900	58777.600	-55.52	0.4933	18632.812		3	2	1	1	0	0	0		
201	Spectrogram 1	2	1554.602834245	1554.786685990	2546.700	27911.700	-65.68	0.1839	20273.438		3	0	0	0	0	0	0		
202	Spectrogram 1	2	1554.732875723	1554.943632601	17011.900	58777.600	-54.56	0.2108	30351.562		2	1	0	1	0	0	0		
203	Spectrogram 1	2	1557.552423444	1558.260925289	1426.100	58573.900	-57.65	0.7085	16992.188		2	2	1	1	0	0	0		
204	Spectrogram 1	2	1562.872758943	1563.316693644	1426.100	56332.800	-59.90	0.4439	6093.750		3	2	1	1	0	0	0		
205	Spectrogram 1	2	1563.406377422	1563.536418900	2139.200	21392.200	-71.01	0.1300	2929.688		3	0	0	0	0	0	0		
