Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
30	Spectrogram 1	2	531.507186028	532.065246894	713.100	29286.900	-41.82	0.5581	13359.375		2	2	1	1	0	0	0		
31	Spectrogram 1	2	534.976041641	535.489711302	865.900	29337.900	-40.77	0.5137	19687.500		3	2	1	1	0	0	0		
32	Spectrogram 1	2	536.557121866	537.064449926	865.900	29337.900	-42.07	0.5073	12421.875		2	2	1	1	0	0	0		Repetetive
33	Spectrogram 1	2	719.845497350	720.625514243	1426.100	28166.400	-50.06	0.7800	2226.562		3	0	0	0	0	0	0		
34	Spectrogram 1	2	742.151730841	746.527435362	1069.600	22359.900	-69.67	4.3757	2578.125		3	1	0	1	0	0	0		
35	Spectrogram 1	2	931.903038884	932.226460523	1833.600	27911.700	-60.08	0.3234	20273.438		2	1	0	1	0	0	0		Weird
36	Spectrogram 1	2	940.835000132	941.278912185	662.100	29388.800	-53.28	0.4439	11367.188		2	1	0	1	0	0	0		Less weird
37	Spectrogram 1	2	1256.848502136	1257.691935036	967.700	20271.600	-64.28	0.8434	1523.438		3	0	0	0	0	0	0		
38	Spectrogram 1	2	1257.888524660	1259.137820008	865.900	21239.400	-68.12	1.2493	1640.625		3	0	0	0	0	0	0		
39	Spectrogram 1	2	1781.788867327	1782.568884220	713.100	29337.900	-47.77	0.7800	13359.375		2	2	1	1	0	0	0		
40	Spectrogram 1	2	1785.664376007	1786.425368098	713.100	29337.900	-41.25	0.7610	13359.375		2	2	1	1	0	0	0		
41	Spectrogram 1	2	1887.099468321	1887.822410807	1069.600	25925.300	-61.57	0.7229	1875.000		2	0	0	0	0	0	0		
42	Spectrogram 1	2	2211.395677029	2212.486432359	1120.500	24142.600	-61.41	1.0908	1992.188		3	0	0	0	0	0	0		
