Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
23	Spectrogram 1	1	133.620867856	134.165484895	1542.900	29371.400	-63.82	0.5446	9023.438	25.7	2	2	1	1	0	0	0		
24	Spectrogram 1	1	144.054715014	144.566817603	1200.000	29314.300	-62.66	0.5121	10078.125	26.8	2	2	1	1	0	0	0		
25	Spectrogram 1	1	115.655107757	116.256625084	2285.700	13428.600	-83.14	0.6015	2578.125	8.5	4	0	0	0	0	0	0		
26	Spectrogram 1	1	80.276108765	80.910140542	2000.000	9714.300	-79.80	0.6340	2226.562	12.1	3	0	0	0	0	0	0		
27	Spectrogram 1	1	152.514223692	155.440524203	1600.000	21085.700	-67.14	2.9263	2109.375	10.7	3	2	1	1	0	0	0		Sounds static-y
28	Spectrogram 1	1	156.573896244	157.061612996	2171.400	27885.700	-65.97	0.4877	4570.312	11.9	2	1	1	0	0	0	0		Ask Nick
29	Spectrogram 1	1	157.012841321	158.256519038	1714.300	9600.000	-73.63	1.2437	1992.188	9.5	2	1	1	0	0	0	0		
30	Spectrogram 1	1	160.566657424	161.225075039	1714.300	21771.400	-68.43	0.6584	7734.375	17.4	3	2	1	1	0	0	0		
31	Spectrogram 1	1	164.264273159	165.117777475	2342.900	23600.000	-82.51	0.8535	8085.938	7.6	3	0	0	0	0	0	0		
32	Spectrogram 1	1	167.924115956	168.720719984	1542.900	15771.400	-76.94	0.7966	1992.188	9.0	3	0	0	0	0	0	0		
33	Spectrogram 1	1	170.402729401	171.191204816	1771.400	9085.700	-71.56	0.7885	3867.188	14.8	3	1	0	0	1	0	0		
34	Spectrogram 1	1	174.350449652	175.171439517	1600.000	16171.400	-73.53	0.8210	5742.188	17.7	3	0	0	0	0	0	0		
35	Spectrogram 1	1	175.239006610	176.141282600	1028.600	13485.700	-79.30	0.9023	6562.500	9.5	3	1	1	0	0	0	0		
36	Spectrogram 1	1	176.246653575	176.945714252	2171.400	9600.000	-69.37	0.6991	3867.188	7.8	4	0	0	0	0	0	0		
37	Spectrogram 1	1	178.732319339	179.561437817	1028.600	19600.000	-70.93	0.8291	7851.562	14.9	3	1	1	0	0	0	0		
38	Spectrogram 1	1	179.423251404	179.902839543	2057.100	19142.900	-66.11	0.4796	5859.375	19.8	2	0	0	0	0	0	0		
39	Spectrogram 1	1	182.349602807	183.064920709	1828.600	16285.700	-66.52	0.7153	8085.938	22.6	2	0	0	0	0	0	0		
40	Spectrogram 1	1	198.281584521	198.874973236	2057.100	16171.400	-62.39	0.5934	7734.375	32.1	2	0	0	0	0	0	0		
41	Spectrogram 1	1	204.591962679	205.185351394	2000.000	9942.900	-76.57	0.5934	2695.312	14.2	3	0	0	0	0	0	0		
42	Spectrogram 1	1	703.047369856	703.689530246	228.600	28114.300	-60.23	0.6422	2226.562	18.1	1	0	0	0	0	0	0		
43	Spectrogram 1	1	707.842697314	708.899416943	4285.700	23714.300	-73.68	1.0567	23554.688	16.4	1	0	0	0	0	0	0		
44	Spectrogram 1	1	749.103182817	749.582770956	1885.700	9600.000	-80.95	0.4796	1992.188	6.8	3	1	0	0	1	0	0		
45	Spectrogram 1	1	752.420914425	753.030560365	1828.600	7885.700	-78.08	0.6096	1992.188	10.1	3	0	0	0	0	0	0		
46	Spectrogram 1	1	765.182082959	765.767343061	1714.300	8057.100	-75.52	0.5853	1992.188	13.8	3	0	0	0	0	0	0		
47	Spectrogram 1	1	819.221558604	819.977519569	2114.300	9828.600	-68.94	0.7560	2226.562	7.1	4	0	0	0	0	0	0		
48	Spectrogram 1	1	823.371236472	824.119068824	1600.000	8057.100	-69.56	0.7478	1992.188	8.1	4	0	0	0	0	0	0		
49	Spectrogram 1	1	825.697933071	827.022896914	1771.400	10057.100	-65.00	1.3250	2109.375	8.9	3	0	0	0	0	0	0		
50	Spectrogram 1	1	1163.205194819	1164.042441910	1657.100	7942.900	-73.34	0.8372	2109.375	14.5	2	0	0	0	0	0	0		
51	Spectrogram 1	1	1165.027622154	1165.677911156	1428.600	8228.600	-70.45	0.6503	1757.812	17.5	3	0	0	0	0	0	0		
52	Spectrogram 1	1	1184.985485749	1185.448816663	342.900	28685.700	-60.46	0.4633	468.750	16.6	3	1	1	0	0	0	0		
53	Spectrogram 1	1	1185.521974176	1186.188520403	1371.400	10228.600	-70.05	0.6665	1875.000	14.4	2	1	0	0	1	0	0		
54	Spectrogram 1	1	1189.906175003	1190.702779031	1771.400	8171.400	-75.24	0.7966	2109.375	6.8	3	0	0	0	0	0	0		
55	Spectrogram 1	1	1192.739980049	1193.341497376	1771.400	9485.700	-70.68	0.6015	2226.562	10.9	3	0	0	0	0	0	0		
56	Spectrogram 1	1	1196.144051368	1196.688668408	1142.900	29428.600	-66.60	0.5446	2109.375	14.2	2	0	0	0	0	0	0		
57	Spectrogram 1	1	1197.012603255	1198.524525186	5257.100	24342.900	-71.71	1.5119	13710.938	13.0	1	0	0	0	0	0	0		
58	Spectrogram 1	1	1199.134171125	1200.068961566	8171.400	24571.400	-72.65	0.9348	12890.625	12.0	1	0	0	0	0	0	0		
59	Spectrogram 1	1	1204.428773706	1204.875847395	342.900	28114.300	-58.31	0.4471	26250.000	26.6	2	0	0	0	0	0	0		
60	Spectrogram 1	1	1207.111263883	1207.956639586	4914.300	18685.700	-71.90	0.8454	8437.500	12.8	1	0	0	0	0	0	0		
61	Spectrogram 1	1	1210.187061931	1210.959280122	4914.300	19542.900	-71.86	0.7722	8554.688	12.7	1	0	0	0	0	0	0		
62	Spectrogram 1	1	1211.064952085	1211.593311899	4285.700	18514.300	-74.56	0.5284	7031.250	10.0	1	0	0	0	0	0	0		
63	Spectrogram 1	1	1215.328790958	1215.808379098	1142.900	26628.600	-67.54	0.4796	2109.375	17.3	2	0	0	0	0	0	0		
64	Spectrogram 1	1	1224.595258081	1225.830807186	5428.600	10228.600	-87.97	1.2355	9843.750	7.1	2	0	0	0	0	0	0		
65	Spectrogram 1	1	1231.610594026	1232.309654703	4742.900	14857.100	-85.58	0.6991	6562.500	9.7	2	0	0	0	0	0	0		
66	Spectrogram 1	1	1230.513231334	1231.521179288	7942.900	20114.300	-86.93	1.0079	10664.062	8.2	3	0	0	0	0	0	0		
67	Spectrogram 1	1	1231.634979863	1232.805500067	8800.000	19828.600	-84.96	1.1705	10898.438	10.4	2	0	0	0	0	0	0		
68	Spectrogram 1	1	1551.747589658	1552.064605547	2057.100	11542.900	-57.44	0.3170	2460.938	13.3	2	0	0	0	0	0	0		
69	Spectrogram 1	1	1846.879055367	1847.472444082	514.300	26971.400	-61.88	0.5934	25898.438	21.7	3	2	1	1	0	0	0		
70	Spectrogram 1	1	1851.143189530	1851.760964082	400.000	28571.400	-57.31	0.6178	22148.438	26.3	3	2	1	1	0	0	0		
71	Spectrogram 1	1	1854.102004490	1854.695393205	914.300	28628.600	-57.08	0.5934	6093.750	26.5	3	2	1	1	0	0	0		
72	Spectrogram 1	1	1895.165881250	1895.612954939	400.000	25428.600	-65.04	0.4471	1406.250	12.7	3	0	0	0	0	0	0		
73	Spectrogram 1	1	1897.515050271	1898.027152860	285.700	28685.700	-36.45	0.5121	23320.312	41.5	1	0	0	0	0	0	0		
74	Spectrogram 1	1	2099.757593834	2100.066481110	3142.900	17657.100	-75.16	0.3089	4218.750	7.8	3	0	0	0	0	0	0		
75	Spectrogram 1	1	2108.800148210	2109.117164098	514.300	27371.400	-53.93	0.3170	23203.125	20.2	1	0	0	0	0	0	0		
76	Spectrogram 1	1	2471.860080864	2472.112067852	2228.600	11600.000	-74.60	0.2520	2695.312	13.6	2	0	0	0	0	0	0		
77	Spectrogram 1	1	2478.903300395	2479.171544609	8571.400	18857.100	-84.23	0.2682	18164.062	13.5	2	0	0	0	0	0	0		
78	Spectrogram 1	1	2573.685798680	2573.937785669	3485.700	10114.300	-72.23	0.2520	7968.750	6.4	2	0	0	0	0	0	0		
79	Spectrogram 1	1	2937.099303383	2937.465090946	5028.600	7657.100	-75.59	0.3658	5156.250		2	0	0	0	0	0	0		
80	Spectrogram 1	1	2946.825312656	2947.101685482	5085.700	7028.600	-79.03	0.2764	5273.438	18.8	2	0	0	0	0	0	0		
