Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	Peak Freq (Hz)	NLP	SNR	SQ	Notes
233	Spectrogram 1	2	1545.087631570	1545.232761807	3477.574	9806.760	0.1451	-80.12	6562.500	No		2	
234	Spectrogram 1	2	1545.269044366	1545.405103963	6190.082	9737.208	0.1361	-82.24	6796.875	No		2	
235	Spectrogram 1	2	1546.809132147	1546.945191744	2851.611	10224.069	0.1361	-78.52	6679.688	No		2	
236	Spectrogram 1	2	1546.963333024	1547.153816460	6816.046	10780.480	0.1905	-80.75	7031.250	No		2	
237	Spectrogram 1	2	1561.190370410	1561.340035966	2851.611	8972.142	0.1497	-70.86	7148.438	No		1	
238	Spectrogram 1	2	1561.430742364	1561.566801961	5981.428	9111.245	0.1361	-67.90	7031.250	No		1	
239	Spectrogram 1	2	1648.797840495	1652.598438571	20587.240	83044.475	3.8006	-58.41	39492.188	Yes - DC		2	
240	Spectrogram 1	2	1653.445207906	1657.567813695	19474.416	84157.299	4.1226	-54.11	37734.375	Yes - DC		1	
241	Spectrogram 1	2	1728.096790999	1728.473222551	556.412	24203.917	0.3764	-69.44	2812.500	No		2	
242	Spectrogram 1	2	1779.368845866	1779.545723342	1112.824	11128.238	0.1769	-60.51	2812.500	No		2	Odd
243	Spectrogram 1	2	1781.659182415	1781.745353493	6329.185	15092.673	0.0862	-75.57	7031.250	No		1	
244	Spectrogram 1	2	1781.904089690	1781.963048849	6468.288	7998.421	0.0590	-80.67	7148.438	No		2	
245	Spectrogram 1	2	1811.519695204	1811.710178640	1808.339	19543.968	0.1905	-63.60	2109.375	No		2	
246	Spectrogram 1	2	1830.087920383	1830.201303380	2782.059	9250.348	0.1134	-67.54	3046.875	No		2	
247	Spectrogram 1	2	1830.310151058	1830.387251496	6468.288	9319.899	0.0771	-84.77	7734.375	No		2	
248	Spectrogram 1	2	1830.654835370	1830.745541768	4312.192	8415.730	0.0907	-69.47	5742.188	No		2	
249	Spectrogram 1	2	1831.932505590	1832.054959227	2086.545	8833.039	0.1225	-72.33	3632.812	No		2	
250	Spectrogram 1	2	1832.136594985	1832.236372023	5842.325	9667.657	0.0998	-79.14	7617.188	No		2	
251	Spectrogram 1	2	1833.030053006	1833.297636880	3686.229	9459.002	0.2676	-80.19	6679.688	No		2	
252	Spectrogram 1	2	1838.369016778	1838.496005736	3894.883	9737.208	0.1270	-62.85	6562.500	No		1	
253	Spectrogram 1	2	1838.600318093	1838.686489171	6955.149	9737.208	0.0862	-63.11	8554.688	No		1	
254	Spectrogram 1	2	1839.643441670	1839.716006789	3060.265	8554.833	0.0726	-75.00	3515.625	No		3	
255	Spectrogram 1	2	1839.833925106	1839.938237464	5703.222	8554.833	0.1043	-73.12	6796.875	No		2	
256	Spectrogram 1	2	1842.682043704	1842.790891382	4242.641	8902.590	0.1088	-75.51	5742.188	No		2	
257	Spectrogram 1	2	1842.913345019	1842.985910137	6885.597	8554.833	0.0726	-77.42	7148.438	No		2	
258	Spectrogram 1	2	1856.141975433	1856.386882707	486.860	8554.833	0.2449	-61.71	585.938	na			not sure what this is - don't think its a vocalization
259	Spectrogram 1	2	1857.733872718	1857.974244672	695.515	9667.657	0.2404	-61.74	937.500	na			same as 260
260	Spectrogram 1	2	1910.659556890	1910.863646285	17704.918	118819.672	0.2041	-57.31	34335.938	Yes - DC		1	
261	Spectrogram 1	2	1968.875680973	1969.061629089	16275.048	51050.791	0.1859	-70.75	22851.562	Yes - DC		2	
262	Spectrogram 1	2	1969.106982288	1969.229435926	17526.975	50216.173	0.1225	-72.61	23437.500	Yes - DC		2	
263	Spectrogram 1	2	1970.526537417	1970.667132334	16275.048	53554.645	0.1406	-74.96	26484.375	Yes - DC		2	
